feature_type,feature_id,feature_name,index,genome,num_barcodes,num_reads,num_umis,dup_frac,num_barcodes_cells,num_reads_cells,num_umis_cells,dup_frac_cells
Gene Expression,ENSG00000286643,AP000248.1,34071,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000237594,AP000251.1,34072,GRCh38,1,6,1,0.8333333333333334,1,6,1,0.8333333333333334
Gene Expression,ENSG00000234509,AP000253.1,34073,GRCh38,4,18,4,0.7777777777777778,4,18,4,0.7777777777777778
Gene Expression,ENSG00000142168,SOD1,34074,GRCh38,4048,26283,5959,0.7732755012745881,3817,25643,5713,0.777210154818079
Gene Expression,ENSG00000273271,AP000254.2,34075,GRCh38,8,21,8,0.6190476190476191,6,17,6,0.6470588235294117
Gene Expression,ENSG00000156304,SCAF4,34076,GRCh38,1065,5046,1160,0.7701149425287357,1029,4890,1124,0.7701431492842536
Gene Expression,ENSG00000273091,AP000255.1,34077,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000142149,HUNK,34078,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000237138,HUNK-AS1,34079,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000230323,LINC00159,34080,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000261610,AP000265.1,34081,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000159055,MIS18A,34082,GRCh38,228,1127,236,0.7905944986690329,224,1115,232,0.7919282511210762
Gene Expression,ENSG00000227256,MIS18A-AS1,34083,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000170262,MRAP,34084,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000232623,AP000266.1,34085,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000142207,URB1,34086,GRCh38,84,369,87,0.7642276422764227,83,368,86,0.7663043478260869
Gene Expression,ENSG00000256073,URB1-AS1,34087,GRCh38,183,956,189,0.8023012552301255,170,887,176,0.8015783540022547
Gene Expression,ENSG00000166979,EVA1C,34088,GRCh38,132,566,134,0.7632508833922261,126,550,128,0.7672727272727273
Gene Expression,ENSG00000242220,TCP10L,34089,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000159079,CFAP298,34090,GRCh38,274,1293,281,0.782675947409126,254,1238,261,0.7891760904684976
Gene Expression,ENSG00000159082,SYNJ1,34091,GRCh38,543,1463,575,0.606971975393028,526,1420,558,0.6070422535211268
Gene Expression,ENSG00000238197,PAXBP1-AS1,34092,GRCh38,47,177,50,0.7175141242937852,45,173,48,0.7225433526011561
Gene Expression,ENSG00000159086,PAXBP1,34093,GRCh38,241,849,247,0.7090694935217903,229,828,235,0.7161835748792271
Gene Expression,ENSG00000205930,C21orf62-AS1,34094,GRCh38,50,179,50,0.7206703910614525,47,160,47,0.70625
Gene Expression,ENSG00000205929,C21orf62,34095,GRCh38,7,9,7,0.2222222222222222,3,5,3,0.4
Gene Expression,ENSG00000232360,AP000281.2,34096,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000227757,AP000282.1,34097,GRCh38,8,20,8,0.6,8,20,8,0.6
Gene Expression,ENSG00000228961,LINC01690,34098,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000205927,OLIG2,34099,GRCh38,17,55,18,0.6727272727272727,12,49,13,0.7346938775510203
Gene Expression,ENSG00000232539,LINC00945,34100,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000184221,OLIG1,34101,GRCh38,212,837,240,0.7132616487455197,209,821,237,0.7113276492082825
Gene Expression,ENSG00000226527,AP000289.1,34102,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000226433,AP000290.1,34103,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000229086,LINC01548,34104,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000159110,IFNAR2,34105,GRCh38,1314,6111,1502,0.7542137129765996,1271,5989,1459,0.7563867089664384
Gene Expression,ENSG00000223799,IL10RB-DT,34106,GRCh38,229,880,245,0.7215909090909092,223,855,239,0.7204678362573099
Gene Expression,ENSG00000243646,IL10RB,34107,GRCh38,728,3247,826,0.745611333538651,708,3166,806,0.7454200884396716
Gene Expression,ENSG00000142166,IFNAR1,34108,GRCh38,1959,8524,2311,0.7288831534490849,1899,8342,2250,0.7302805082713977
Gene Expression,ENSG00000159128,IFNGR2,34109,GRCh38,3196,37475,7146,0.8093128752501668,3027,36778,6967,0.8105660992984937
Gene Expression,ENSG00000142188,TMEM50B,34110,GRCh38,663,2798,707,0.7473195139385276,638,2716,682,0.7488954344624448
Gene Expression,ENSG00000231355,AP000302.1,34111,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000177692,DNAJC28,34112,GRCh38,4,12,4,0.6666666666666667,4,12,4,0.6666666666666667
Gene Expression,ENSG00000159131,GART,34113,GRCh38,201,809,206,0.7453646477132262,191,779,196,0.748395378690629
Gene Expression,ENSG00000159140,SON,34114,GRCh38,6319,31264,11966,0.6172594677584442,5964,30250,11570,0.6175206611570248
Gene Expression,ENSG00000159147,DONSON,34115,GRCh38,209,892,217,0.7567264573991032,202,879,210,0.7610921501706485
Gene Expression,ENSG00000205758,CRYZL1,34116,GRCh38,630,2734,660,0.7585954645208486,611,2690,641,0.7617100371747212
Gene Expression,ENSG00000205726,ITSN1,34117,GRCh38,90,454,95,0.7907488986784141,87,448,91,0.796875
Gene Expression,ENSG00000241837,ATP5PO,34118,GRCh38,6254,61325,12192,0.8011903791275988,5914,60158,11833,0.8033013065593936
Gene Expression,ENSG00000237945,LINC00649,34119,GRCh38,188,608,191,0.6858552631578947,179,582,182,0.6872852233676976
Gene Expression,ENSG00000273102,AP000569.1,34120,GRCh38,1,1,1,0.0,1,1,1,0.0
Gene Expression,ENSG00000243927,MRPS6,34121,GRCh38,573,2458,602,0.7550854353132628,538,2401,567,0.7638483965014577
Gene Expression,ENSG00000198743,SLC5A3,34122,GRCh38,393,1626,421,0.7410824108241083,379,1555,407,0.7382636655948553
Gene Expression,ENSG00000227456,LINC00310,34123,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000214955,AP000317.1,34124,GRCh38,3,6,3,0.5,3,6,3,0.5
Gene Expression,ENSG00000225555,AP000320.1,34125,GRCh38,3,10,3,0.7,3,10,3,0.7
Gene Expression,ENSG00000159197,KCNE2,34126,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000205670,SMIM11A,34127,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000222018,FAM243A,34128,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000273104,AP000322.2,34129,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000243627,SMIM34A,34130,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000272958,AP000322.1,34131,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000180509,KCNE1,34132,GRCh38,90,365,94,0.7424657534246575,89,364,93,0.7445054945054945
Gene Expression,ENSG00000159200,RCAN1,34133,GRCh38,99,312,102,0.6730769230769231,69,270,71,0.737037037037037
Gene Expression,ENSG00000159212,CLIC6,34134,GRCh38,2,9,2,0.7777777777777778,2,9,2,0.7777777777777778
Gene Expression,ENSG00000230978,LINC00160,34135,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000234380,LINC01426,34136,GRCh38,1,3,1,0.6666666666666667,1,3,1,0.6666666666666667
Gene Expression,ENSG00000159216,RUNX1,34137,GRCh38,2064,12485,3009,0.7589907889467361,1983,12200,2927,0.7600819672131147
Gene Expression,ENSG00000286153,AP000331.1,34138,GRCh38,45,147,45,0.6938775510204082,43,140,43,0.6928571428571428
Gene Expression,ENSG00000234703,AF015262.1,34139,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000230794,AF015720.1,34140,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000231106,LINC01436,34141,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000185917,SETD4,34142,GRCh38,158,578,161,0.7214532871972319,150,552,153,0.7228260869565217
Gene Expression,ENSG00000236677,AP000688.4,34143,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000230212,AP000688.1,34144,GRCh38,1,2,1,0.5,1,2,1,0.5
Gene Expression,ENSG00000159228,CBR1,34145,GRCh38,370,1895,385,0.7968337730870713,342,1849,357,0.8069226608977826
Gene Expression,ENSG00000236119,AP000688.3,34146,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000233393,AP000688.2,34147,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000236830,CBR3-AS1,34148,GRCh38,29,101,30,0.7029702970297029,28,100,29,0.71
Gene Expression,ENSG00000159231,CBR3,34149,GRCh38,180,890,186,0.7910112359550562,170,852,176,0.7934272300469484
Gene Expression,ENSG00000142197,DOP1B,34150,GRCh38,333,1260,346,0.7253968253968254,324,1236,336,0.7281553398058253
Gene Expression,ENSG00000273199,AP000692.2,34151,GRCh38,94,477,101,0.7882599580712788,91,467,98,0.7901498929336188
Gene Expression,ENSG00000159256,MORC3,34152,GRCh38,1151,4982,1266,0.7458851866720193,1115,4880,1230,0.7479508196721312
Gene Expression,ENSG00000228107,AP000692.1,34153,GRCh38,18,36,18,0.5,17,34,17,0.5
Gene Expression,ENSG00000159259,CHAF1B,34154,GRCh38,102,405,105,0.7407407407407407,100,402,103,0.7437810945273632
Gene Expression,ENSG00000230479,AP000695.1,34155,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000233818,AP000695.2,34156,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000159261,CLDN14,34157,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000286517,AP000696.2,34158,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000286852,AP000696.3,34159,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000231324,AP000696.1,34160,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000224269,AP000697.1,34161,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000159263,SIM2,34162,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000159267,HLCS,34163,GRCh38,82,322,83,0.7422360248447205,79,312,80,0.7435897435897436
Gene Expression,ENSG00000237646,HLCS-IT1,34164,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000224790,AP000704.1,34165,GRCh38,20,67,20,0.7014925373134329,19,66,19,0.7121212121212122
Gene Expression,ENSG00000183145,RIPPLY3,34166,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000185808,PIGP,34167,GRCh38,603,3596,637,0.8228587319243604,577,3466,611,0.8237160992498558
Gene Expression,ENSG00000182670,TTC3,34168,GRCh38,2077,10124,2540,0.7491110233109444,1993,9866,2455,0.7511656192986013
Gene Expression,ENSG00000270116,AP001429.1,34169,GRCh38,1,3,1,0.6666666666666667,1,3,1,0.6666666666666667
Gene Expression,ENSG00000228677,TTC3-AS1,34170,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000230366,DSCR9,34171,GRCh38,10,36,10,0.7222222222222222,10,36,10,0.7222222222222222
Gene Expression,ENSG00000242553,AP001432.1,34172,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000157538,VPS26C,34173,GRCh38,791,3205,842,0.7372854914196567,765,3138,816,0.739961759082218
Gene Expression,ENSG00000272948,AP001412.1,34174,GRCh38,15,70,15,0.7857142857142857,15,70,15,0.7857142857142857
Gene Expression,ENSG00000287637,AP001437.2,34175,GRCh38,2,7,2,0.7142857142857143,2,7,2,0.7142857142857143
Gene Expression,ENSG00000273210,AP001437.1,34176,GRCh38,15,46,15,0.6739130434782609,13,44,13,0.7045454545454546
Gene Expression,ENSG00000157540,DYRK1A,34177,GRCh38,952,4064,1080,0.734251968503937,912,3944,1039,0.7365618661257607
Gene Expression,ENSG00000286717,AP001407.1,34178,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000157542,KCNJ6,34179,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000233213,KCNJ6-AS1,34180,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000184029,DSCR4,34181,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000223608,DSCR4-IT1,34182,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000198054,DSCR8,34183,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000157551,KCNJ15,34184,GRCh38,105,452,112,0.752212389380531,102,435,109,0.7494252873563219
Gene Expression,ENSG00000233316,DSCR10,34185,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000226012,AP001434.1,34186,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000231231,LINC01423,34187,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000157554,ERG,34188,GRCh38,7,33,7,0.7878787878787878,7,33,7,0.7878787878787878
Gene Expression,ENSG00000287470,AP001037.1,34189,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000223806,LINC00114,34190,GRCh38,3,11,3,0.7272727272727273,3,11,3,0.7272727272727273
Gene Expression,ENSG00000157557,ETS2,34191,GRCh38,1418,8552,2064,0.7586529466791394,1372,8375,2016,0.7592835820895523
Gene Expression,ENSG00000205622,AP001042.1,34192,GRCh38,11,28,11,0.6071428571428572,6,20,6,0.7
Gene Expression,ENSG00000229986,AP001042.2,34193,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000287082,AP001042.3,34194,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000229925,AP001043.1,34195,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000232837,LINC01700,34196,GRCh38,1,10,1,0.9,1,10,1,0.9
Gene Expression,ENSG00000235888,AF064858.1,34197,GRCh38,19,82,20,0.7560975609756098,19,82,20,0.7560975609756098
Gene Expression,ENSG00000237609,AF064858.2,34198,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000183527,PSMG1,34199,GRCh38,441,1785,459,0.7428571428571429,432,1765,450,0.745042492917847
Gene Expression,ENSG00000185658,BRWD1,34200,GRCh38,2942,15377,3736,0.757039734668661,2838,15028,3626,0.7587170614852276
Gene Expression,ENSG00000272991,AF129408.1,34201,GRCh38,3,7,3,0.5714285714285714,3,7,3,0.5714285714285714
Gene Expression,ENSG00000237373,BRWD1-IT1,34202,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000255568,BRWD1-AS2,34203,GRCh38,8,40,8,0.8,8,40,8,0.8
Gene Expression,ENSG00000238141,BRWD1-AS1,34204,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000205581,HMGN1,34205,GRCh38,3521,19974,5100,0.7446680684890358,3350,19515,4928,0.7474763002818345
Gene Expression,ENSG00000182093,GET1,34206,GRCh38,245,1023,248,0.7575757575757576,235,989,238,0.7593528816986855
Gene Expression,ENSG00000157578,LCA5L,34207,GRCh38,3,19,3,0.8421052631578947,3,19,3,0.8421052631578947
Gene Expression,ENSG00000185437,SH3BGR,34208,GRCh38,12,54,12,0.7777777777777778,12,54,12,0.7777777777777778
Gene Expression,ENSG00000183778,B3GALT5,34209,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000184809,B3GALT5-AS1,34210,GRCh38,1,1,1,0.0,0,0,0,0.0
Gene Expression,ENSG00000225330,AF064860.1,34211,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000231713,AF064860.2,34212,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000183067,IGSF5,34213,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000183036,PCP4,34214,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000171587,DSCAM,34215,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000235123,DSCAM-AS1,34216,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000233756,DSCAM-IT1,34217,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000288069,AF064866.1,34218,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000286425,AL773573.1,34219,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000226496,LINC00323,34220,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000182240,BACE2,34221,GRCh38,45,246,61,0.7520325203252033,39,235,55,0.7659574468085106
Gene Expression,ENSG00000280109,PLAC4,34222,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000224388,BACE2-IT1,34223,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000183844,FAM3B,34224,GRCh38,3,26,3,0.8846153846153846,3,26,3,0.8846153846153846
Gene Expression,ENSG00000183486,MX2,34225,GRCh38,889,3804,1056,0.722397476340694,859,3728,1026,0.724785407725322
Gene Expression,ENSG00000157601,MX1,34226,GRCh38,573,2746,634,0.7691187181354697,550,2672,611,0.7713323353293413
Gene Expression,ENSG00000228318,AP001610.2,34227,GRCh38,25,61,25,0.5901639344262295,21,55,21,0.6181818181818182
Gene Expression,ENSG00000184012,TMPRSS2,34228,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000232806,AP001610.3,34229,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000223400,AP006748.1,34230,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000286027,AP006748.2,34231,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000227702,LINC00111,34232,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000236384,LINC00479,34233,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000232401,LINC00112,34234,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000183421,RIPK4,34235,GRCh38,16,65,16,0.7538461538461538,16,65,16,0.7538461538461538
Gene Expression,ENSG00000236883,AP001615.1,34236,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000141956,PRDM15,34237,GRCh38,100,401,101,0.7481296758104738,97,393,98,0.7506361323155216
Gene Expression,ENSG00000236545,AP001619.2,34238,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000227698,AP001619.1,34239,GRCh38,1,3,1,0.6666666666666667,1,3,1,0.6666666666666667
Gene Expression,ENSG00000157617,C2CD2,34240,GRCh38,106,435,109,0.7494252873563219,104,427,107,0.7494145199063231
Gene Expression,ENSG00000173276,ZBTB21,34241,GRCh38,702,2826,758,0.7317763623496107,672,2732,728,0.7335285505124451
Gene Expression,ENSG00000237232,ZNF295-AS1,34242,GRCh38,5,11,5,0.5454545454545454,5,11,5,0.5454545454545454
Gene Expression,ENSG00000177398,UMODL1,34243,GRCh38,11,34,11,0.6764705882352942,10,30,10,0.6666666666666667
Gene Expression,ENSG00000184385,UMODL1-AS1,34244,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000160179,ABCG1,34245,GRCh38,867,4233,963,0.7725017717930546,834,4132,929,0.7751694094869312
Gene Expression,ENSG00000160180,TFF3,34246,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000160181,TFF2,34247,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000160182,TFF1,34248,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000160183,TMPRSS3,34249,GRCh38,7,25,8,0.6799999999999999,7,25,8,0.6799999999999999
Gene Expression,ENSG00000160185,UBASH3A,34250,GRCh38,281,1387,289,0.7916366258111032,271,1364,279,0.7954545454545454
Gene Expression,ENSG00000160188,RSPH1,34251,GRCh38,9,26,9,0.6538461538461539,9,26,9,0.6538461538461539
Gene Expression,ENSG00000160190,SLC37A1,34252,GRCh38,271,1129,287,0.745792736935341,255,1078,271,0.74860853432282
Gene Expression,ENSG00000239930,AP001625.3,34253,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000231867,AP001625.1,34254,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000235772,AP001625.2,34255,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000225431,LINC01671,34256,GRCh38,2,6,2,0.6666666666666667,1,4,1,0.75
Gene Expression,ENSG00000235023,AP001626.1,34257,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000160191,PDE9A,34258,GRCh38,94,373,97,0.739946380697051,92,371,95,0.7439353099730458
Gene Expression,ENSG00000225731,AP001627.1,34259,GRCh38,1,2,1,0.5,1,2,1,0.5
Gene Expression,ENSG00000283051,LINC01668,34260,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000233754,AP001628.2,34261,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000225218,AP001628.1,34262,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000160193,WDR4,34263,GRCh38,128,523,128,0.7552581261950286,125,505,125,0.7524752475247525
Gene Expression,ENSG00000160194,NDUFV3,34264,GRCh38,804,3108,885,0.7152509652509653,779,3018,859,0.7153744201457919
Gene Expression,ENSG00000233056,ERVH48-1,34265,GRCh38,16,79,16,0.7974683544303798,15,76,15,0.8026315789473684
Gene Expression,ENSG00000224100,AP001630.1,34266,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000160199,PKNOX1,34267,GRCh38,120,493,122,0.7525354969574036,115,476,117,0.7542016806722689
Gene Expression,ENSG00000160200,CBS,34268,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000160201,U2AF1,34269,GRCh38,353,725,360,0.503448275862069,342,707,349,0.5063649222065063
Gene Expression,ENSG00000286549,AP001631.2,34270,GRCh38,20,52,20,0.6153846153846154,20,52,20,0.6153846153846154
Gene Expression,ENSG00000236663,FRGCA,34271,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000228120,AP001631.1,34272,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000160202,CRYAA,34273,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000237864,LINC00322,34274,GRCh38,1,2,1,0.5,1,2,1,0.5
Gene Expression,ENSG00000237989,LINC01679,34275,GRCh38,106,487,108,0.7782340862422998,99,455,101,0.778021978021978
Gene Expression,ENSG00000225637,AP001046.1,34276,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000142178,SIK1,34277,GRCh38,12,18,12,0.33333333333333337,12,18,12,0.33333333333333337
Gene Expression,ENSG00000188660,LINC00319,34278,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000185186,LINC00313,34279,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000223975,AP001048.1,34280,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000160207,HSF2BP,34281,GRCh38,5,16,5,0.6875,5,16,5,0.6875
Gene Expression,ENSG00000234289,H2BFS,34282,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000160208,RRP1B,34283,GRCh38,1056,5191,1150,0.7784627239452899,1013,5063,1107,0.7813549279083547
Gene Expression,ENSG00000160209,PDXK,34284,GRCh38,974,4907,1105,0.7748114937843896,949,4859,1080,0.7777320436303766
Gene Expression,ENSG00000287507,AP001053.1,34285,GRCh38,1,2,1,0.5,1,2,1,0.5
Gene Expression,ENSG00000160213,CSTB,34286,GRCh38,3089,23305,5433,0.7668740613602232,2930,22861,5270,0.7694764008573554
Gene Expression,ENSG00000160214,RRP1,34287,GRCh38,160,692,160,0.7687861271676301,149,662,149,0.7749244712990937
Gene Expression,ENSG00000215458,AATBC,34288,GRCh38,36,137,36,0.7372262773722628,33,133,33,0.7518796992481203
Gene Expression,ENSG00000160216,AGPAT3,34289,GRCh38,290,1320,314,0.7621212121212121,282,1289,306,0.7626066718386346
Gene Expression,ENSG00000160218,TRAPPC10,34290,GRCh38,653,2426,705,0.7093981863149217,628,2363,680,0.7122302158273381
Gene Expression,ENSG00000241945,PWP2,34291,GRCh38,38,72,38,0.4722222222222222,38,72,38,0.4722222222222222
Gene Expression,ENSG00000160221,GATD3A,34292,GRCh38,107,272,108,0.6029411764705883,105,270,106,0.6074074074074074
Gene Expression,ENSG00000225331,LINC01678,34293,GRCh38,665,3586,777,0.783324037925265,648,3519,760,0.7840295538505258
Gene Expression,ENSG00000285413,AP001056.2,34294,GRCh38,100,417,101,0.7577937649880095,98,409,99,0.7579462102689487
Gene Expression,ENSG00000237604,AP001056.1,34295,GRCh38,45,160,48,0.7,43,151,46,0.695364238410596
Gene Expression,ENSG00000232124,AP001057.1,34296,GRCh38,9,21,9,0.5714285714285714,9,21,9,0.5714285714285714
Gene Expression,ENSG00000160223,ICOSLG,34297,GRCh38,421,1614,470,0.7087980173482032,408,1573,457,0.7094723458359822
Gene Expression,ENSG00000278158,AP001059.3,34298,GRCh38,9,9,9,0.0,8,8,8,0.0
Gene Expression,ENSG00000275799,AP001059.2,34299,GRCh38,4,7,4,0.4285714285714286,4,7,4,0.4285714285714286
Gene Expression,ENSG00000142182,DNMT3L,34300,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000232010,AP001059.1,34301,GRCh38,1,6,1,0.8333333333333334,1,6,1,0.8333333333333334
Gene Expression,ENSG00000160224,AIRE,34302,GRCh38,16,59,17,0.711864406779661,16,59,17,0.711864406779661
Gene Expression,ENSG00000141959,PFKL,34303,GRCh38,1017,5194,1218,0.7654986522911051,973,5060,1174,0.7679841897233202
Gene Expression,ENSG00000241728,AP001062.3,34304,GRCh38,2,2,2,0.0,2,2,2,0.0
Gene Expression,ENSG00000160226,CFAP410,34305,GRCh38,805,4216,855,0.7972011385199241,780,4104,830,0.7977582846003899
Gene Expression,ENSG00000184441,AP001062.1,34306,GRCh38,21,64,21,0.671875,19,59,19,0.6779661016949152
Gene Expression,ENSG00000232969,AP001062.2,34307,GRCh38,3,7,3,0.5714285714285714,3,7,3,0.5714285714285714
Gene Expression,ENSG00000260256,AP001063.1,34308,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000142185,TRPM2,34309,GRCh38,138,584,141,0.7585616438356164,130,556,133,0.7607913669064748
Gene Expression,ENSG00000230061,TRPM2-AS,34310,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000229356,LRRC3-DT,34311,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000160233,LRRC3,34312,GRCh38,13,72,13,0.8194444444444444,11,58,11,0.8103448275862069
Gene Expression,ENSG00000274225,AP001065.3,34313,GRCh38,1,2,1,0.5,1,2,1,0.5
Gene Expression,ENSG00000228709,LINC02575,34314,GRCh38,7,14,7,0.5,7,14,7,0.5
